Unnamed: 0,bt,km,owner,oem,model,modelyear,state,insurance_validity,fuel_type,seats,rto,engine_displacement,mileage,price
7822,Hatchback,89318,3rd Owner,Hyundai,Hyundai i20,2013,Hyderabad,Third Party insurance,Petrol,5,AP10,1197,18.5,411000
7824,Hatchback,29200,2nd Owner,Hyundai,Hyundai Santro,2019,Hyderabad,Zero Dep,Petrol,5,TS03,1086,20.3,529000
7826,Sedan,96940,1st Owner,Honda,Honda City,2019,Hyderabad,Third Party insurance,Petrol,5,AP39,1498,18.4,916000
7827,Sedan,65850,1st Owner,Hyundai,Hyundai Verna,2018,Hyderabad,Comprehensive,Petrol,5,TS11,1591,17.0,842000
7828,Hatchback,90000,1st Owner,Hyundai,Hyundai i10,2011,Hyderabad,Third Party insurance,Petrol,5,AP28,1197,20.36,290000
7829,Hatchback,38264,1st Owner,Hyundai,Hyundai Santro,2019,Hyderabad,Third Party,Petrol,5,TS07,1086,20.3,525000
7830,SUV,47000,1st Owner,Renault,Renault Duster,2018,Hyderabad,Third Party insurance,Petrol,5,TS07,1498,14.99,894999
7832,Sedan,78000,1st Owner,Honda,Honda City,2009,Hyderabad,Third Party insurance,Petrol,5,AP28,1497,16.8,385000
7833,SUV,70000,2nd Owner,Mahindra,Mahindra XUV300,2019,Hyderabad,Third Party insurance,Diesel,5,WB02,1497,20.0,1000000
7834,Sedan,112000,1st Owner,Skoda,Skoda Octavia,2008,Hyderabad,Third Party insurance,Petrol,5,AP09,1781,12.8,300000
7835,Sedan,138000,1st Owner,Hyundai,Hyundai Verna,2013,Hyderabad,Third Party insurance,Diesel,5,AP16,1582,22.32,515000
7836,Hatchback,51000,1st Owner,Ford,Ford Figo,2010,Hyderabad,Third Party insurance,Diesel,5,AP29,1399,20.0,299000
7837,Hatchback,83462,2nd Owner,Hyundai,Hyundai i10,2010,Hyderabad,Third Party insurance,Petrol,5,AP09,1197,20.36,268000
7838,Hatchback,26494,1st Owner,Renault,Renault KWID,2021,Hyderabad,Third Party,Petrol,5,TS15,999,21.74,483000
7840,Hatchback,68101,1st Owner,Maruti,Maruti Baleno,2018,Hyderabad,Comprehensive,Petrol,5,TS07,1197,21.4,618000
7842,SUV,90000,1st Owner,Hyundai,Hyundai Creta,2016,Hyderabad,Third Party insurance,Diesel,5,TS09,1582,19.67,1000000
7843,Sedan,70424,2nd Owner,Maruti,Maruti Ciaz,2017,Hyderabad,Comprehensive,Petrol,5,TS07,1373,19.12,653000
7844,SUV,98000,1st Owner,Maruti,Maruti Vitara Brezza,2018,Hyderabad,Third Party insurance,Diesel,5,TS10,1248,24.3,990000
7845,Sedan,79189,2nd Owner,Honda,Honda City,2014,Hyderabad,Third Party insurance,Diesel,5,TS09,1498,25.1,537000
7846,Hatchback,115218,1st Owner,Maruti,Maruti Wagon R,2011,Hyderabad,Comprehensive,Petrol,5,AP09,998,18.9,252999
7847,Sedan,120000,1st Owner,Hyundai,Hyundai Verna,2012,Hyderabad,Third Party insurance,Petrol,5,AP28,1591,17.01,399000
7848,Hatchback,119106,2nd Owner,Maruti,Maruti Swift,2015,Hyderabad,Third Party insurance,Petrol,5,TS08,1197,22.38,471000
7849,Sedan,60000,2nd Owner,Honda,Honda City,2011,Hyderabad,Third Party insurance,Petrol,5,AP28,1497,17.0,340000
7851,Hatchback,80000,1st Owner,Maruti,Maruti Alto 800,2019,Hyderabad,Third Party insurance,Petrol,5,TS08,796,22.05,370000
7852,Hatchback,143000,2nd Owner,Maruti,Maruti Swift,2012,Hyderabad,Third Party insurance,Diesel,5,AP20,1248,22.9,400000
7853,Hatchback,50000,1st Owner,Maruti,Maruti Swift,2018,Hyderabad,Third Party insurance,Diesel,5,WB02,1248,25.2,700000
7856,Sedan,80000,1st Owner,Honda,Honda City,2011,Hyderabad,Third Party insurance,Petrol,5,AP10,1497,17.0,360000
7857,Hatchback,121617,2nd Owner,Maruti,Maruti Swift,2013,Hyderabad,Third Party,Petrol,5,AP09,1197,22.38,368000
7858,Sedan,83825,2nd Owner,Volkswagen,Volkswagen Vento,2015,Hyderabad,Comprehensive,Petrol,5,TS07,1598,15.04,556000
7859,Hatchback,92299,1st Owner,Maruti,Maruti Swift,2014,Hyderabad,Not Available,Petrol,5,TS13,1197,18.6,426000
7860,SUV,50643,2nd Owner,Maruti,Maruti Vitara Brezza,2018,Hyderabad,Zero Dep,Diesel,5,TS09,1248,24.3,961000
7863,SUV,93104,1st Owner,Hyundai,Hyundai Creta,2016,Hyderabad,Comprehensive,Petrol,5,TS07,1591,13.0,951000
7864,Sedan,83858,3rd Owner,Toyota,Toyota Corolla Altis,2008,Hyderabad,Not Available,Petrol,5,AP09,1798,14.53,300000
7866,Hatchback,86555,1st Owner,Maruti,Maruti Alto K10,2017,Hyderabad,Comprehensive,Petrol,5,TS15,998,24.39,298000
7867,Sedan,60000,2nd Owner,Volkswagen,Volkswagen Vento,2011,Hyderabad,Third Party insurance,Petrol,5,AP28,1598,15.04,350000
7869,SUV,110000,2nd Owner,Renault,Renault Duster,2014,Hyderabad,Third Party insurance,Diesel,5,AP25,1461,20.45,450000
7870,Hatchback,100000,2nd Owner,Tata,Tata Bolt,2016,Hyderabad,Third Party insurance,Diesel,5,AP39,1248,22.95,270000
7871,SUV,60000,1st Owner,Hyundai,Hyundai Venue,2020,Hyderabad,Third Party insurance,Petrol,5,TS09,998,18.27,1000000
7875,SUV,19500,1st Owner,Toyota,Toyota Urban cruiser,2022,Hyderabad,Comprehensive,Petrol,5,TS08,1462,18.76,1175000
7876,Sedan,22127,1st Owner,Honda,Honda Amaze,2021,Hyderabad,Comprehensive,Petrol,5,TS16,1199,18.3,940000
7877,Hatchback,78010,2nd Owner,Maruti,Maruti Alto 800,2015,Hyderabad,Comprehensive,Petrol,5,TS07,796,22.05,250999
7878,SUV,14087,1st Owner,Ford,Ford Ecosport,2021,Hyderabad,Third Party,Petrol,5,TS09,1496,15.9,988000
7880,SUV,55253,1st Owner,Tata,Tata Nexon,2022,Hyderabad,Comprehensive,Diesel,5,TS08,1497,21.19,1157000
7881,SUV,63008,1st Owner,Kia,Kia Seltos,2020,Hyderabad,Zero Dep,Petrol,5,TS09,1353,16.5,1598000
7883,Hatchback,73944,1st Owner,Maruti,Maruti Alto 800,2015,Hyderabad,Third Party insurance,Petrol,5,TS07,796,22.05,266000
7885,Hatchback,52052,2nd Owner,Maruti,Maruti Alto 800,2017,Hyderabad,Third Party,Petrol,5,TS15,796,22.05,279000
7886,Hatchback,42399,2nd Owner,Hyundai,Hyundai Grand i10,2018,Hyderabad,Third Party insurance,Petrol,5,TS11,1197,18.9,465000
7887,Sedan,50000,1st Owner,Maruti,Maruti Swift Dzire,2015,Hyderabad,Third Party insurance,Diesel,5,TS02,1248,26.59,210000
7889,Minivans,44000,1st Owner,Maruti,Maruti Eeco,2014,Hyderabad,Third Party insurance,Petrol,5,TS08,1196,15.37,345000
7890,Hatchback,101434,1st Owner,Renault,Renault KWID,2017,Hyderabad,Not Available,Petrol,5,TS08,999,23.01,300000
7891,Hatchback,13500,1st Owner,Maruti,Maruti Eeco,2019,Hyderabad,Comprehensive,Petrol,5,TS08,1197,19.71,495000
7892,Sedan,75000,2nd Owner,Volkswagen,Volkswagen Ameo,2017,Hyderabad,Third Party insurance,Diesel,5,TS10,1498,21.66,475000
7893,Sedan,75000,1st Owner,Hyundai,Hyundai Verna,2012,Hyderabad,Comprehensive,Diesel,5,AP09,1582,22.32,445000
7894,Sedan,96402,1st Owner,Honda,Honda City,2010,Hyderabad,Not Available,Petrol,5,AP09,1497,17.0,165000
7896,Hatchback,55000,1st Owner,Hyundai,Hyundai i10,2016,Hyderabad,Third Party insurance,Petrol,5,TS11,1086,19.81,290000
7897,SUV,44641,1st Owner,Tata,Tata Nexon,2021,Hyderabad,Comprehensive,Petrol,5,TS35,1199,17.33,860000
7898,Hatchback,83958,1st Owner,Hyundai,Hyundai i10,2010,Hyderabad,Third Party,Petrol,5,AP28,1197,20.36,241000
7900,SUV,35226,2nd Owner,Tata,Tata Nexon,2018,Hyderabad,Comprehensive,Petrol,5,TS08,1198,17.0,817000
7901,Hatchback,75552,2nd Owner,Hyundai,Hyundai i10,2011,Hyderabad,Third Party,Petrol,5,AP11,1197,16.95,330000
7902,Hatchback,107972,1st Owner,Hyundai,Hyundai i10,2010,Hyderabad,Comprehensive,Petrol,5,AP09,1197,20.36,185000
7903,Sedan,46451,1st Owner,Volkswagen,Volkswagen Ameo,2019,Hyderabad,Third Party insurance,Petrol,5,TS09,999,19.44,568000
7904,Minivans,28220,1st Owner,Maruti,Maruti Eeco,2021,Hyderabad,Not Available,Petrol,5,TS07,1196,16.11,470000
7905,Hatchback,77415,1st Owner,Maruti,Maruti S-Presso,2019,Hyderabad,Comprehensive,Petrol,5,TS07,998,21.7,457000
7906,SUV,47314,1st Owner,Hyundai,Hyundai Venue,2020,Hyderabad,Zero Dep,Petrol,5,TS07,998,18.15,1022000
7907,Hatchback,50000,1st Owner,Renault,Renault KWID,2017,Hyderabad,Third Party insurance,Petrol,5,TS07,999,24.04,312000
7908,Hatchback,120000,2nd Owner,Tata,Tata Indica,2012,Hyderabad,Third Party insurance,Diesel,5,TS06,1405,19.4,117000
7909,Sedan,40000,1st Owner,Skoda,Skoda Rapid,2018,Hyderabad,Third Party insurance,Diesel,5,TS07,1498,21.13,869999
7910,Hatchback,80000,2nd Owner,Honda,Honda Brio,2013,Hyderabad,Third Party insurance,Petrol,5,AP16,1198,19.4,285000
7912,Hatchback,16415,1st Owner,Maruti,Maruti Eeco,2020,Hyderabad,Comprehensive,Petrol,5,TS07,1197,19.71,520000
7913,Hatchback,110000,2nd Owner,Maruti,Maruti Alto,2008,Hyderabad,Third Party insurance,Petrol,5,AP09,796,19.7,100000
7914,Hatchback,30564,1st Owner,Maruti,Maruti Wagon R,2019,Hyderabad,Comprehensive,Petrol,5,TS03,1197,20.52,550000
7915,Hatchback,90000,2nd Owner,Ford,Ford Figo,2011,Hyderabad,Third Party insurance,Diesel,5,AA28,1399,20.0,185000
7917,Hatchback,61710,1st Owner,Honda,Honda Jazz,2018,Hyderabad,Third Party,Petrol,5,TS07,1199,18.2,631000
7918,Sedan,95000,1st Owner,Hyundai,Hyundai Verna,2012,Hyderabad,Third Party insurance,Diesel,5,WB02,1582,22.32,476000
7919,SUV,99215,1st Owner,Hyundai,Hyundai Creta,2017,Hyderabad,Third Party insurance,Diesel,5,TS02,1582,17.01,1119000
7920,SUV,46034,1st Owner,Tata,Tata Nexon,2019,Hyderabad,Zero Dep,Diesel,5,TS07,1497,21.5,1002000
7922,Hatchback,60993,1st Owner,Honda,Honda Brio,2013,Hyderabad,Third Party insurance,Petrol,5,AP09,1198,19.4,347000
7925,SUV,2486,1st Owner,MG,MG Hector,2021,Hyderabad,Third Party,Petrol,5,TS09,1451,15.81,1581000
7927,Hatchback,12740,1st Owner,Hyundai,Hyundai Grand i10 Nios,2020,Hyderabad,Comprehensive,Petrol,5,TS13,1197,20.7,584000
7929,Hatchback,79079,2nd Owner,Hyundai,Hyundai Grand i10,2018,Hyderabad,Not Available,Diesel,5,TS08,1186,24.0,400000
7930,Hatchback,28522,1st Owner,Tata,Tata Altroz,2022,Hyderabad,Comprehensive,Petrol,5,MP09,1199,19.33,535000
7935,SUV,80000,1st Owner,Mahindra,Mahindra KUV 100,2016,Hyderabad,Third Party insurance,Diesel,5,TS11,1198,25.32,310000
7936,Hatchback,29011,1st Owner,Renault,Renault KWID,2017,Hyderabad,Third Party insurance,Petrol,5,TS10,999,23.01,337000
7937,SUV,42372,1st Owner,Kia,Kia Seltos,2020,Hyderabad,Comprehensive,Petrol,5,TS08,1497,16.8,1259000
7939,Sedan,22310,1st Owner,Honda,Honda City,2022,Hyderabad,Comprehensive,Diesel,5,TS07,1498,24.1,1291000
7940,Hatchback,18732,1st Owner,Maruti,Maruti Celerio,2016,Hyderabad,Comprehensive,Petrol,5,TS11,998,26.0,498000
7941,Sedan,95417,1st Owner,Toyota,Toyota Etios,2016,Hyderabad,Not Available,Diesel,5,TS07,1364,23.59,470000
7942,Sedan,62015,2nd Owner,Honda,Honda City,2014,Hyderabad,Comprehensive,Petrol,5,AP13,1497,18.0,545000
7943,SUV,54000,1st Owner,Ford,Ford Ecosport,2018,Hyderabad,Third Party insurance,Petrol,5,TS08,1496,14.7,894999
7944,Hatchback,51237,2nd Owner,Renault,Renault KWID,2019,Hyderabad,Third Party insurance,Petrol,5,TS15,999,23.01,426999
7945,Sedan,36140,1st Owner,Hyundai,Hyundai Xcent,2017,Hyderabad,Comprehensive,Petrol,5,TS13,1197,20.14,559000
7947,Hatchback,70895,2nd Owner,Maruti,Maruti Celerio,2016,Hyderabad,Third Party insurance,Petrol,5,TS07,998,26.0,443000
7948,Hatchback,90000,1st Owner,Hyundai,Hyundai Grand i10,2018,Hyderabad,Third Party insurance,Diesel,5,TS07,1186,24.0,480000
7949,Sedan,60000,1st Owner,Tata,Tata Tigor,2020,Hyderabad,Third Party insurance,Petrol,5,WB02,1199,19.28,660000
7950,Hatchback,70237,1st Owner,Maruti,Maruti Wagon R,2007,Hyderabad,Third Party insurance,Petrol,5,AP20,998,21.79,145000
7951,Hatchback,89592,1st Owner,Hyundai,Hyundai Santro Xing,2007,Hyderabad,Third Party insurance,Petrol,5,AP31,1086,17.0,165000
7953,Sedan,82144,1st Owner,Maruti,Maruti Swift Dzire,2014,Hyderabad,Third Party insurance,Diesel,5,TS07,1248,23.4,450000
7955,Sedan,129517,2nd Owner,Volkswagen,Volkswagen Vento,2015,Hyderabad,Not Available,Diesel,5,TS10,1498,21.21,500000
7956,Hatchback,39881,1st Owner,Hyundai,Hyundai Santro,2019,Hyderabad,Comprehensive,Petrol,5,TS09,1086,20.3,531000
7957,Hatchback,12280,1st Owner,Tata,Tata Altroz,2021,Hyderabad,Comprehensive,Petrol,5,TS08,1199,18.5,744000
7958,Sedan,70000,1st Owner,Tata,Tata Manza,2011,Hyderabad,Third Party insurance,Diesel,5,AP13,1248,21.12,200000
7960,SUV,51258,1st Owner,Ford,Ford Ecosport,2017,Hyderabad,Comprehensive,Petrol,5,TS08,1497,14.8,760000
7961,Sedan,90000,2nd Owner,Hyundai,Hyundai Xcent Prime,2019,Hyderabad,Third Party insurance,CNG,5,PB01,1197,18.9,400000
7962,Hatchback,95178,2nd Owner,Honda,Honda Brio,2012,Hyderabad,Comprehensive,Petrol,5,AP11,1198,19.4,273000
7963,Sedan,62000,1st Owner,Volkswagen,Volkswagen Ameo,2016,Hyderabad,Third Party insurance,Petrol,5,TS08,999,19.44,480000
7964,SUV,119781,1st Owner,Hyundai,Hyundai Creta,2016,Hyderabad,Third Party insurance,Diesel,5,TS13,1582,19.67,922000
7965,Hatchback,31750,2nd Owner,Tata,Tata Altroz,2021,Hyderabad,Zero Dep,Petrol,5,TS09,1199,18.5,746000
7967,Sedan,110000,1st Owner,Hyundai,Hyundai Verna,2013,Hyderabad,Third Party insurance,Diesel,5,AP16,1582,22.32,490000
7968,Hatchback,73400,1st Owner,Hyundai,Hyundai Grand i10,2014,Hyderabad,Third Party insurance,Petrol,5,TS10,1197,18.9,459999
7969,Hatchback,40000,3rd Owner,Tata,Tata Tiago,2018,Hyderabad,Third Party insurance,Petrol,5,WB02,1199,23.84,490000
7971,Sedan,14991,1st Owner,Hyundai,Hyundai Verna,2022,Hyderabad,Not Available,Petrol,5,TS11,1497,17.7,930000
7973,Sedan,60000,2nd Owner,Hyundai,Hyundai Verna,2013,Hyderabad,Third Party insurance,Diesel,5,AP29,1582,22.32,465000
7975,Sedan,15504,1st Owner,Skoda,Skoda Rapid,2021,Hyderabad,Third Party insurance,Petrol,5,TS09,999,18.97,1008000
7976,SUV,20858,1st Owner,Ford,Ford Ecosport,2018,Hyderabad,Third Party,Petrol,5,TS08,1497,17.0,813000
7977,SUV,30000,1st Owner,Jeep,Jeep Compass,2019,Hyderabad,Third Party insurance,Petrol,5,TS11,1368,16.0,1485000
7979,SUV,99128,1st Owner,Hyundai,Hyundai Creta,2017,Hyderabad,Third Party,Diesel,5,TS07,1582,19.67,989000
7980,SUV,30000,1st Owner,Jeep,Jeep Compass,2019,Hyderabad,Third Party insurance,Petrol,5,TS11,1368,16.0,1485000
7981,Sedan,52597,2nd Owner,Honda,Honda Amaze,2014,Hyderabad,Comprehensive,Petrol,5,TS09,1198,18.0,408000
7982,Hatchback,112921,3rd Owner,Maruti,Maruti Swift,2015,Hyderabad,Not Available,Diesel,5,TS06,1248,25.2,400000
7983,Sedan,73626,1st Owner,Maruti,Maruti Swift Dzire,2014,Hyderabad,Third Party insurance,Diesel,5,TS09,1248,23.4,492000
7984,Hatchback,42964,1st Owner,Renault,Renault KWID,2018,Hyderabad,Third Party,Petrol,5,TS30,999,24.04,446000
7988,Sedan,110000,1st Owner,Maruti,Maruti Swift Dzire Tour,2019,Hyderabad,Third Party insurance,Diesel,5,TS15,1248,19.95,550000
7989,SUV,40000,1st Owner,Kia,Kia Seltos,2019,Hyderabad,Third Party insurance,Diesel,5,WB02,1493,20.8,1500000
7990,Hatchback,40000,2nd Owner,Tata,Tata Tiago,2020,Hyderabad,Third Party insurance,Petrol,5,TS08,1199,19.0,660000
7991,Sedan,90000,1st Owner,Hyundai,Hyundai Xcent,2015,Hyderabad,Third Party insurance,Diesel,5,WB02,1120,24.4,365000
7992,Sedan,30000,1st Owner,Hyundai,Hyundai Elantra,2018,Hyderabad,Third Party insurance,Diesel,5,TS08,1582,18.23,1450000
7993,Hatchback,45416,1st Owner,Volkswagen,Volkswagen Polo,2021,Hyderabad,Not Available,Petrol,5,TS08,999,16.47,900000
7994,Hatchback,64000,1st Owner,Hyundai,Hyundai i20,2013,Hyderabad,Third Party insurance,Petrol,5,AP28,1197,18.5,385000
7995,SUV,16769,1st Owner,MG,MG Hector,2021,Hyderabad,Comprehensive,Petrol,5,TS07,1451,18.9,1639000
7996,SUV,30580,1st Owner,Nissan,Nissan Magnite,2021,Hyderabad,Comprehensive,Petrol,5,TS15,999,20.0,765000
7998,SUV,25596,2nd Owner,Tata,Tata Nexon,2021,Hyderabad,Third Party,Petrol,5,TS04,1199,17.05,991000
7999,SUV,89681,1st Owner,Maruti,Maruti Vitara Brezza,2017,Hyderabad,Comprehensive,Diesel,5,TS07,1248,24.3,744000
8002,Sedan,41200,1st Owner,Honda,Honda City,2015,Hyderabad,Comprehensive,Petrol,5,TS09,1497,18.0,745000
8004,SUV,90114,1st Owner,Ford,Ford Ecosport,2018,Hyderabad,Comprehensive,Diesel,5,TS07,1498,23.0,765000
8006,SUV,5933,1st Owner,Renault,Renault Duster,2019,Hyderabad,Third Party,Petrol,5,TS11,1498,14.99,835000
8007,Hatchback,30000,1st Owner,Tata,Tata Tiago,2017,Hyderabad,Third Party insurance,Petrol,5,WB02,1199,23.84,470000
8008,Hatchback,60000,1st Owner,Maruti,Maruti Alto K10,2011,Hyderabad,Third Party insurance,Petrol,5,GJ04,998,20.92,200000
8012,Sedan,110000,1st Owner,Skoda,Skoda Octavia,2007,Hyderabad,Third Party insurance,Diesel,5,AP12,1896,18.7,249000
8014,Hatchback,61000,1st Owner,Ford,Ford Figo,2011,Hyderabad,Third Party insurance,Diesel,5,AP09,1399,20.0,310000
8015,Hatchback,29828,1st Owner,Renault,Renault KWID,2021,Hyderabad,Third Party,Petrol,5,TS07,999,21.46,418000
8016,Hatchback,58321,3rd Owner,Hyundai,Hyundai EON,2015,Hyderabad,Third Party insurance,Petrol,5,TS10,814,21.1,256999
8018,Sedan,37566,2nd Owner,Honda,Honda Amaze,2019,Hyderabad,Third Party insurance,Petrol,5,TS13,1199,19.5,622000
8019,Hatchback,60610,2nd Owner,Maruti,Maruti Alto 800,2016,Hyderabad,Third Party insurance,Petrol,5,TS07,796,22.05,238000
8020,Hatchback,30000,1st Owner,Volkswagen,Volkswagen Polo,2011,Hyderabad,Third Party insurance,Petrol,5,TS08,1198,16.47,365000
8021,Hatchback,32098,1st Owner,Maruti,Maruti Baleno,2019,Hyderabad,Comprehensive,Petrol,5,TS09,1197,21.4,753000
8022,Sedan,100000,1st Owner,Honda,Honda City,2015,Hyderabad,Third Party insurance,Diesel,5,WB02,1498,26.0,520000
8023,Hatchback,48556,1st Owner,Renault,Renault KWID,2018,Hyderabad,Third Party,Petrol,5,TS08,999,23.01,394000
8024,Sedan,76654,1st Owner,Hyundai,Hyundai Verna,2018,Hyderabad,Third Party insurance,Diesel,5,TS07,1582,22.0,991000
8025,SUV,50000,1st Owner,Hyundai,Hyundai Creta,2021,Hyderabad,Third Party insurance,Diesel,5,TS08,1493,18.9,1400000
8026,Hatchback,39014,1st Owner,Toyota,Toyota Glanza,2019,Hyderabad,Third Party insurance,Petrol,5,TS08,1197,19.56,773000
8027,Hatchback,105000,2nd Owner,Fiat,Fiat Abarth Avventura,2015,Hyderabad,Third Party insurance,Petrol,5,TS07,1368,17.1,475000
8030,SUV,10000,1st Owner,Mahindra,Mahindra XUV300,2022,Hyderabad,Third Party insurance,Petrol,5,WB02,1197,16.5,1300000
8032,SUV,80000,1st Owner,Ford,Ford Ecosport,2017,Hyderabad,Third Party insurance,Diesel,5,HR26,1498,23.0,700000
8033,SUV,120000,1st Owner,Ford,Ford Ecosport,2015,Hyderabad,Third Party insurance,Diesel,5,TS03,1498,22.77,450000
8035,Hatchback,68336,2nd Owner,Hyundai,Hyundai EON,2016,Hyderabad,Third Party,Petrol,5,TS07,814,21.1,289000
8036,Hatchback,79202,1st Owner,Maruti,Maruti Swift,2013,Hyderabad,Third Party,Petrol,5,AP13,1197,22.38,403000
8038,Hatchback,101883,2nd Owner,Honda,Honda Jazz,2018,Hyderabad,Third Party,Diesel,5,TS07,1498,27.3,617000
8039,SUV,105405,1st Owner,Hyundai,Hyundai Creta,2018,Hyderabad,Zero Dep,Diesel,5,TS07,1582,17.6,1192000
8040,Sedan,120000,1st Owner,Hyundai,Hyundai Verna,2012,Hyderabad,Third Party insurance,Petrol,5,WB02,1591,17.01,340000
8041,Hatchback,55053,1st Owner,Volkswagen,Volkswagen Polo,2021,Hyderabad,Third Party insurance,Petrol,5,TS08,999,16.47,925000
8042,Hatchback,10000,1st Owner,Maruti,Maruti Baleno,2022,Hyderabad,Third Party insurance,Petrol,5,WB02,1197,22.35,850000
8043,Hatchback,111046,1st Owner,Maruti,Maruti Alto K10,2015,Hyderabad,Third Party insurance,Petrol,5,TS07,998,24.39,225000
8047,Sedan,80000,2nd Owner,Tata,Tata Manza,2010,Hyderabad,Third Party insurance,Diesel,5,AP28,1248,19.0,195000
8048,Sedan,50000,1st Owner,Hyundai,Hyundai Xcent,2018,Hyderabad,Third Party insurance,Diesel,5,UP78,1186,25.4,420000
8049,Hatchback,91543,3rd Owner,Maruti,Maruti Swift,2012,Hyderabad,Not Available,Diesel,5,TS04,1248,22.9,350000
8050,Sedan,60000,1st Owner,Ford,Ford Aspire,2019,Hyderabad,Third Party insurance,Diesel,5,WB02,1498,26.1,590000
8051,SUV,30000,1st Owner,Tata,Tata Nexon,2021,Hyderabad,Third Party insurance,Diesel,5,WB02,1497,23.22,960000
8052,SUV,74320,1st Owner,Maruti,Maruti Vitara Brezza,2017,Hyderabad,Not Available,Diesel,5,TS07,1248,24.3,750000
8053,Hatchback,70000,2nd Owner,Chevrolet,Chevrolet Beat,2014,Hyderabad,Third Party insurance,Diesel,5,TS07,936,25.44,240000
8054,SUV,10000,1st Owner,Maruti,Maruti Brezza,2022,Hyderabad,Third Party insurance,Petrol,5,TS08,1462,19.89,1260000
8055,Sedan,53326,2nd Owner,Honda,Honda City,2016,Hyderabad,Comprehensive,Petrol,5,TS03,1497,17.8,617000
8058,Hatchback,8345,1st Owner,Hyundai,Hyundai Grand i10,2018,Hyderabad,Comprehensive,Petrol,5,TS07,1197,18.9,642000
8059,Hatchback,45852,2nd Owner,Maruti,Maruti Wagon R,2014,Hyderabad,Third Party insurance,Petrol,5,TS12,998,20.51,318000
8060,Hatchback,90000,1st Owner,Volkswagen,Volkswagen Polo,2016,Hyderabad,Third Party insurance,Diesel,5,TS04,1498,21.49,620000
8061,SUV,12094,1st Owner,Nissan,Nissan Magnite,2022,Hyderabad,Zero Dep,Petrol,5,TS15,999,17.4,951000
8064,Hatchback,34840,1st Owner,Maruti,Maruti Swift,2018,Hyderabad,Third Party insurance,Petrol,5,TS07,1197,22.56,669000
8065,Sedan,100000,2nd Owner,Skoda,Skoda Rapid,2018,Hyderabad,Third Party insurance,Diesel,5,WB02,1498,21.72,680000
8066,Sedan,110807,2nd Owner,Volkswagen,Volkswagen Vento,2013,Hyderabad,Third Party insurance,Diesel,5,AP10,1598,20.54,376000
8067,SUV,10000,1st Owner,Kia,Kia Sonet,2022,Hyderabad,Third Party insurance,Petrol,5,TS04,1197,18.4,1050000
8069,Sedan,38370,1st Owner,Hyundai,Hyundai Aura,2021,Hyderabad,Not Available,Petrol,5,TS08,1197,20.5,600000
8070,SUV,60000,1st Owner,Maruti,Maruti Vitara Brezza,2020,Hyderabad,Third Party insurance,Petrol,5,WB02,1462,17.03,880000
8073,SUV,50000,1st Owner,Mahindra,Mahindra XUV300,2020,Hyderabad,Third Party insurance,Petrol,5,WB02,1197,17.0,850000
8075,Hatchback,90566,2nd Owner,Hyundai,Hyundai Santro Xing,2010,Hyderabad,Third Party insurance,Petrol,5,AP23,1086,17.92,195000
8076,Sedan,67370,2nd Owner,Hyundai,Hyundai Verna,2019,Hyderabad,Third Party insurance,Diesel,5,TS13,1582,22.0,1033000
8077,SUV,20000,1st Owner,MG,MG Hector,2021,Hyderabad,Third Party insurance,Petrol,5,WB02,1451,13.96,1700000
8079,SUV,58177,1st Owner,Hyundai,Hyundai Venue,2021,Hyderabad,Third Party,Diesel,5,TS08,1493,23.7,1120000
8080,SUV,40000,1st Owner,Maruti,Maruti SX4 S Cross,2020,Hyderabad,Third Party insurance,Petrol,5,TS08,1462,18.55,850000
8081,SUV,76134,1st Owner,Renault,Renault Duster,2013,Hyderabad,Third Party insurance,Diesel,5,AP12,1461,20.46,408000
8082,SUV,40000,1st Owner,Hyundai,Hyundai Creta,2022,Hyderabad,Third Party insurance,Diesel,5,TS07,1493,18.9,1750000
8083,Sedan,90102,1st Owner,Honda,Honda City,2014,Hyderabad,Third Party insurance,Diesel,5,AP09,1498,26.0,542000
8084,Hatchback,32329,2nd Owner,Datsun,Datsun RediGO,2019,Hyderabad,Third Party insurance,Petrol,5,TS08,799,22.7,287000
8085,SUV,50000,1st Owner,Mahindra,Mahindra XUV300,2020,Hyderabad,Third Party insurance,Petrol,5,AP39,1197,17.0,810000
8086,SUV,72812,2nd Owner,Tata,Tata Nexon,2020,Hyderabad,Zero Dep,Petrol,5,TS07,1199,16.35,969000
8087,Sedan,120000,3rd Owner,Hyundai,Hyundai Xcent,2016,Hyderabad,Third Party insurance,Diesel,5,TS08,1120,24.4,280000
8088,Hatchback,30000,2nd Owner,Hyundai,Hyundai i20,2019,Hyderabad,Third Party insurance,Petrol,5,TS09,1197,17.4,700000
8089,Hatchback,60000,2nd Owner,Hyundai,Hyundai i20,2019,Hyderabad,Third Party insurance,Diesel,5,TS07,1396,22.54,700000
8090,Sedan,70000,2nd Owner,Ford,Ford Fiesta,2008,Hyderabad,Third Party insurance,Petrol,5,AP13,1596,15.3,200000
8091,Sedan,60000,2nd Owner,Honda,Honda Amaze,2018,Hyderabad,Third Party insurance,Diesel,5,TS04,1498,25.8,600000
8092,SUV,30000,2nd Owner,Hyundai,Hyundai Venue,2022,Hyderabad,Third Party insurance,Petrol,5,WB02,1197,17.52,875000
8094,Hatchback,25121,1st Owner,Hyundai,Hyundai EON,2015,Hyderabad,Third Party,Petrol,5,TS11,814,21.1,279000
