Unnamed: 0,bt,km,owner,oem,model,modelyear,state,insurance_validity,fuel_type,seats,rto,engine_displacement,mileage,price
0,Hatchback,120000,3rd Owner,Maruti,Maruti Celerio,2015,Bangalore,Third Party insurance,Petrol,5,KA51,998,23.1,400000
1,SUV,32706,2nd Owner,Ford,Ford Ecosport,2018,Bangalore,Comprehensive,Petrol,5,KA05,1497,17.0,811000
2,Hatchback,11949,1st Owner,Tata,Tata Tiago,2018,Bangalore,Comprehensive,Petrol,5,KA03,1199,23.84,585000
3,Sedan,17794,1st Owner,Hyundai,Hyundai Xcent,2014,Bangalore,Comprehensive,Petrol,5,KA53,1197,19.1,462000
4,SUV,60000,1st Owner,Maruti,Maruti SX4 S Cross,2015,Bangalore,Third Party insurance,Diesel,5,KA04,1248,23.65,790000
6,Hatchback,37772,1st Owner,Datsun,Datsun GO,2017,Bangalore,Comprehensive,Petrol,5,KA05,1198,20.63,345000
7,SUV,30000,1st Owner,Hyundai,Hyundai Venue,2021,Bangalore,Third Party insurance,Petrol,5,KA51,998,18.15,1200000
8,Sedan,37000,1st Owner,Maruti,Maruti Ciaz,2018,Bangalore,Comprehensive,Petrol,5,KA03,1462,20.28,960000
9,Hatchback,11949,1st Owner,Tata,Tata Tiago,2017,Bangalore,Comprehensive,Petrol,5,KA03,1199,23.84,585000
10,Hatchback,50000,1st Owner,Maruti,Maruti Baleno,2018,Bangalore,Third Party insurance,Petrol,5,WB02,1197,21.4,690000
11,Hatchback,24887,1st Owner,Hyundai,Hyundai Grand i10,2019,Bangalore,Third Party insurance,Petrol,5,KA51,1197,18.9,682000
12,Hatchback,23000,1st Owner,Honda,Honda Jazz,2018,Bangalore,Comprehensive,Petrol,5,KA03,1199,18.2,825000
13,Hatchback,48928,1st Owner,Tata,Tata Tiago,2018,Bangalore,Comprehensive,Petrol,5,KA03,1199,23.84,595000
17,Hatchback,65376,2nd Owner,Hyundai,Hyundai i20,2014,Bangalore,Comprehensive,Diesel,5,KA41,1396,21.27,521000
18,SUV,10000,1st Owner,Tata,Tata Nexon,2022,Bangalore,Third Party insurance,Petrol,5,KA02,1199,17.33,1005000
19,Sedan,67000,2nd Owner,Honda,Honda City,2016,Bangalore,Comprehensive,Petrol,5,KA53,1497,17.8,775000
21,Hatchback,18083,1st Owner,Maruti,Maruti Swift,2016,Bangalore,Comprehensive,Petrol,5,KA04,1197,22.38,582000
22,SUV,30000,1st Owner,Renault,Renault Duster,2020,Bangalore,Third Party insurance,Petrol,5,KA01,1498,16.42,1090000
23,Hatchback,57634,2nd Owner,Tata,Tata Tiago,2016,Bangalore,Comprehensive,Petrol,5,KA05,1199,23.84,457000
25,Sedan,110000,1st Owner,Honda,Honda City,2015,Bangalore,Third Party insurance,Petrol,5,HR26,1497,17.4,550000
26,Hatchback,23447,1st Owner,Hyundai,Hyundai Santro,2018,Bangalore,Comprehensive,Petrol,5,KA04,1086,20.3,570000
27,Hatchback,30000,2nd Owner,Hyundai,Hyundai Santro Xing,2009,Bangalore,Third Party insurance,LPG,5,WB02,1086,13.45,220000
33,Sedan,50000,1st Owner,Hyundai,Hyundai Xcent,2018,Bangalore,Third Party insurance,Petrol,5,WB02,1197,20.14,674000
34,Hatchback,12434,1st Owner,Maruti,Maruti Wagon R,2015,Bangalore,Comprehensive,Petrol,5,WB38,998,20.51,349000
37,Hatchback,40987,2nd Owner,Maruti,Maruti Wagon R,2015,Bangalore,Comprehensive,Petrol,5,KA53,998,20.51,405999
40,SUV,40000,2nd Owner,Renault,Renault Duster,2020,Bangalore,Third Party insurance,Diesel,5,KA51,1461,19.87,1100000
41,Hatchback,89667,1st Owner,Hyundai,Hyundai i20,2016,Bangalore,Comprehensive,Petrol,5,KA19,1197,18.6,594000
42,Hatchback,120000,1st Owner,Hyundai,Hyundai i20,2017,Bangalore,Third Party insurance,Diesel,5,KA05,1396,22.54,710000
43,Hatchback,56997,1st Owner,Maruti,Maruti Baleno,2017,Bangalore,Zero Dep,Petrol,5,KA03,1197,21.4,692000
44,Sedan,120000,1st Owner,Hyundai,Hyundai Elantra,2013,Bangalore,Third Party insurance,Petrol,5,KA41,1797,16.3,650000
46,Hatchback,18835,1st Owner,Maruti,Maruti Alto 800,2021,Bangalore,Zero Dep,Petrol,5,KA50,796,22.05,411000
49,Hatchback,60932,1st Owner,Tata,Tata Tiago,2019,Bangalore,Comprehensive,Petrol,5,KA03,1199,23.84,610000
50,SUV,33539,2nd Owner,Kia,Kia Seltos,2020,Bangalore,Comprehensive,Petrol,5,KA05,1353,16.5,1675000
51,Hatchback,66837,2nd Owner,Tata,Tata Tiago,2018,Bangalore,Comprehensive,Petrol,5,KA05,1199,23.84,530000
53,Hatchback,60000,2nd Owner,Maruti,Maruti Alto,2008,Bangalore,Third Party insurance,Petrol,5,WB02,796,19.7,250000
54,Hatchback,44285,1st Owner,Hyundai,Hyundai i20,2019,Bangalore,Third Party insurance,Petrol,5,KA09,1197,18.6,715000
57,Hatchback,36735,1st Owner,Hyundai,Hyundai Grand i10,2018,Bangalore,Comprehensive,Petrol,5,KA03,1197,18.9,625000
60,Hatchback,10000,1st Owner,Renault,Renault KWID,2022,Bangalore,Third Party insurance,Petrol,5,KA50,999,22.0,550000
61,SUV,53645,1st Owner,Tata,Tata Nexon,2018,Bangalore,Comprehensive,Diesel,5,KA05,1497,21.5,825000
63,Hatchback,53982,1st Owner,Maruti,Maruti Celerio,2014,Bangalore,Comprehensive,Petrol,5,KA03,998,26.68,428000
64,Sedan,110000,1st Owner,Skoda,Skoda Rapid,2014,Bangalore,Third Party insurance,Diesel,5,KA03,1498,21.14,695000
65,SUV,37741,2nd Owner,Ford,Ford Ecosport,2019,Bangalore,Third Party insurance,Petrol,5,KA01,1496,15.9,930000
66,Hatchback,17367,1st Owner,Maruti,Maruti Alto 800,2021,Bangalore,Comprehensive,Petrol,5,KA02,796,22.05,455000
67,SUV,94000,1st Owner,Hyundai,Hyundai Creta,2017,Bangalore,Comprehensive,Diesel,5,KA05,1582,19.67,1195000
69,Hatchback,54601,3rd Owner,Maruti,Maruti Swift,2014,Bangalore,Comprehensive,Petrol,5,KA53,1197,22.38,442000
71,Hatchback,64000,2nd Owner,Maruti,Maruti Celerio,2017,Bangalore,Third Party,Petrol,5,KA04,998,23.1,500000
73,Sedan,100000,1st Owner,Maruti,Maruti Ciaz,2015,Bangalore,Third Party insurance,Diesel,5,WB02,1248,26.21,650000
74,Hatchback,44154,2nd Owner,Honda,Honda Jazz,2016,Bangalore,Comprehensive,Petrol,5,KA03,1199,19.0,537000
77,Hatchback,68039,2nd Owner,Tata,Tata Tiago,2017,Bangalore,Third Party insurance,Petrol,5,KA53,1199,23.84,468000
78,Hatchback,60000,2nd Owner,Maruti,Maruti Ritz,2014,Bangalore,Third Party insurance,Petrol,5,KA03,1197,18.5,420000
79,Hatchback,60000,2nd Owner,Maruti,Maruti Ritz,2014,Bangalore,Third Party insurance,Petrol,5,KA03,1197,18.5,420000
80,Hatchback,10000,1st Owner,Hyundai,Hyundai i20,2021,Bangalore,Third Party insurance,Petrol,5,KA51,998,20.0,919999
81,Sedan,49873,1st Owner,Honda,Honda City,2013,Bangalore,Third Party,Petrol,5,KA05,1497,16.8,533000
82,Hatchback,90000,3rd Owner,Volkswagen,Volkswagen Polo,2013,Bangalore,Third Party insurance,Petrol,5,KA03,1197,17.2,850000
83,Sedan,48960,2nd Owner,Skoda,Skoda Rapid,2017,Bangalore,Third Party insurance,Diesel,5,KA52,1498,21.13,751000
84,Hatchback,70000,2nd Owner,Hyundai,Hyundai Grand i10,2014,Bangalore,Third Party insurance,Diesel,5,KA04,1120,24.0,388000
85,Hatchback,68000,2nd Owner,Hyundai,Hyundai i20,2013,Bangalore,Comprehensive,Petrol,5,KA51,1197,18.5,490000
87,Hatchback,83000,2nd Owner,Hyundai,Hyundai i20,2013,Bangalore,Comprehensive,Diesel,5,KA03,1396,21.27,525000
89,Hatchback,62139,1st Owner,Maruti,Maruti Wagon R,2018,Bangalore,Comprehensive,Petrol,5,KA53,998,20.51,550000
90,Hatchback,74000,1st Owner,Hyundai,Hyundai i10,2013,Bangalore,Comprehensive,LPG,5,KA04,1086,19.2,365000
91,Hatchback,26500,2nd Owner,Renault,Renault KWID,2016,Bangalore,Comprehensive,Petrol,5,KA53,999,24.04,420000
94,SUV,10000,1st Owner,Mahindra,Mahindra XUV300,2022,Bangalore,Third Party insurance,Petrol,5,KA03,1197,17.0,1050000
96,Hatchback,38197,1st Owner,Honda,Honda Brio,2013,Bangalore,Third Party,Petrol,5,KA03,1198,19.4,394000
97,Hatchback,23000,2nd Owner,Maruti,Maruti Baleno,2017,Bangalore,Comprehensive,Petrol,5,KA51,1197,19.56,725000
98,Hatchback,50000,1st Owner,Maruti,Maruti Alto K10,2013,Bangalore,Third Party insurance,Petrol,5,KA02,998,20.92,240000
99,SUV,10000,1st Owner,Renault,Renault Kiger,2022,Bangalore,Third Party insurance,Petrol,5,KA53,999,19.03,835000
100,Hatchback,19000,1st Owner,Hyundai,Hyundai Grand i10,2019,Bangalore,Third Party insurance,Petrol,5,KA04,1197,18.9,695000
101,SUV,14000,1st Owner,Kia,Kia Seltos,2020,Bangalore,Comprehensive,Petrol,5,KA01,1353,16.5,1725000
102,Hatchback,29268,1st Owner,Hyundai,Hyundai EON,2014,Bangalore,Comprehensive,Petrol,5,KA25,814,21.1,330000
103,Sedan,20000,1st Owner,Volkswagen,Volkswagen Vento,2019,Bangalore,Third Party insurance,Petrol,5,KA01,1197,18.19,990000
104,Sedan,30000,1st Owner,Toyota,Toyota Yaris,2018,Bangalore,Third Party insurance,Petrol,5,KA03,1496,17.1,750000
105,Hatchback,64374,1st Owner,Honda,Honda Jazz,2018,Bangalore,Third Party insurance,Petrol,5,KA05,1199,19.0,755000
108,Hatchback,43679,1st Owner,Hyundai,Hyundai i10,2010,Bangalore,Comprehensive,Petrol,5,KA51,1086,19.81,271000
109,SUV,40000,1st Owner,Hyundai,Hyundai Creta,2018,Bangalore,Third Party insurance,Petrol,5,KA51,1591,14.8,1280000
110,Hatchback,40562,1st Owner,Hyundai,Hyundai i20,2012,Bangalore,Third Party,Diesel,5,KA51,1396,22.54,436000
111,SUV,26500,2nd Owner,Hyundai,Hyundai Creta,2021,Bangalore,Comprehensive,Petrol,5,KA03,1397,18.9,1675000
112,SUV,20000,1st Owner,Hyundai,Hyundai Venue,2019,Bangalore,Third Party insurance,Petrol,5,KA05,998,18.15,1250000
114,SUV,20000,1st Owner,Hyundai,Hyundai Venue,2019,Bangalore,Third Party insurance,Petrol,5,KA05,998,18.15,1250000
116,Hatchback,65017,1st Owner,Maruti,Maruti Celerio,2015,Bangalore,2,Petrol,5,KA04,998,23.1,475000
119,SUV,20000,1st Owner,Kia,Kia Seltos,2020,Bangalore,Third Party insurance,Petrol,5,KA03,1353,16.5,1625000
121,Hatchback,80000,3rd Owner,Hyundai,Hyundai i10,2009,Bangalore,Third Party insurance,Petrol,5,WB02,1197,20.36,249000
122,SUV,83394,2nd Owner,Renault,Renault Duster,2014,Bangalore,Third Party insurance,Petrol,5,KA01,1598,13.24,630000
124,Hatchback,80000,3rd Owner,Hyundai,Hyundai i10,2009,Bangalore,Third Party insurance,Petrol,5,WB02,1197,20.36,249000
125,Hatchback,52204,1st Owner,Maruti,Maruti Alto K10,2017,Bangalore,Third Party,Petrol,5,KA13,998,24.39,385000
126,Hatchback,110000,3rd Owner,Hyundai,Hyundai i20,2012,Bangalore,Third Party insurance,Petrol,5,KA53,1197,17.0,300000
128,Hatchback,29813,2nd Owner,Maruti,Maruti Alto 800,2014,Bangalore,Comprehensive,Petrol,5,KA53,796,22.05,276000
129,Hatchback,30000,1st Owner,Ford,Ford Figo,2018,Bangalore,Third Party insurance,Petrol,5,WB02,1196,18.16,500000
130,Hatchback,13345,1st Owner,Maruti,Maruti Ignis,2020,Bangalore,Comprehensive,Petrol,5,KA01,1197,20.89,730000
132,Hatchback,75000,1st Owner,Hyundai,Hyundai Grand i10,2014,Bangalore,Comprehensive,Petrol,5,KA05,1197,18.9,399000
133,Hatchback,75523,2nd Owner,Hyundai,Hyundai i10,2011,Bangalore,Comprehensive,Petrol,5,KA51,1197,20.36,312000
137,SUV,50000,1st Owner,Hyundai,Hyundai Creta,2016,Bangalore,Third Party insurance,Diesel,5,KA51,1582,19.67,1260000
138,Hatchback,90000,2nd Owner,Hyundai,Hyundai i10,2010,Bangalore,Third Party insurance,Petrol,5,KA51,1197,20.36,300000
140,Hatchback,52571,1st Owner,Hyundai,Hyundai i20,2016,Bangalore,Comprehensive,Petrol,5,KA53,1197,18.6,627000
142,Sedan,61993,1st Owner,Honda,Honda City,2015,Bangalore,Comprehensive,Petrol,5,KA04,1497,17.4,672000
145,Hatchback,36359,1st Owner,Hyundai,Hyundai i20,2013,Bangalore,Comprehensive,Petrol,5,KA01,1197,18.5,440000
148,Sedan,30301,1st Owner,Hyundai,Hyundai Verna,2017,Bangalore,Comprehensive,Petrol,5,KA41,1591,17.0,1033000
149,Hatchback,66000,1st Owner,Hyundai,Hyundai i10,2010,Bangalore,Comprehensive,Petrol,5,KA03,1197,20.36,275000
150,Hatchback,56010,1st Owner,Hyundai,Hyundai i20,2017,Bangalore,Comprehensive,Petrol,5,KA41,1197,18.6,676000
152,SUV,60000,2nd Owner,Nissan,Nissan Terrano,2014,Bangalore,Third Party insurance,Diesel,5,KA03,1461,19.01,650000
153,Hatchback,83829,1st Owner,Maruti,Maruti Swift,2014,Bangalore,Third Party insurance,Diesel,5,KA51,1248,25.2,444000
154,Hatchback,10000,1st Owner,Renault,Renault KWID,2020,Bangalore,Third Party insurance,Petrol,5,KA50,999,22.0,509999
155,SUV,35000,2nd Owner,Renault,Renault Duster,2016,Bangalore,Comprehensive,Diesel,5,KA53,1461,19.6,925000
156,Sedan,51116,2nd Owner,Honda,Honda City,2019,Bangalore,Comprehensive,Petrol,5,KA03,1497,18.0,1024000
157,Sedan,80000,3rd Owner,Skoda,Skoda Rapid,2016,Bangalore,Third Party insurance,Diesel,5,KA09,1498,21.14,500000
158,Hatchback,40000,2nd Owner,Volkswagen,Volkswagen Polo,2017,Bangalore,Third Party insurance,Petrol,5,WB02,1197,17.21,994999
160,SUV,36916,1st Owner,Ford,Ford Ecosport,2018,Bangalore,Comprehensive,Petrol,5,KA03,1497,17.0,834000
161,Hatchback,90000,1st Owner,Volkswagen,Volkswagen Polo,2015,Bangalore,Third Party insurance,Diesel,5,KA04,1498,20.14,560000
162,Hatchback,112795,1st Owner,Maruti,Maruti Swift,2012,Bangalore,Comprehensive,Petrol,5,KA51,1197,22.38,454000
165,Hatchback,36685,2nd Owner,Honda,Honda Brio,2016,Bangalore,Comprehensive,Petrol,5,KA05,1198,19.4,462000
168,Hatchback,32184,2nd Owner,Maruti,Maruti Baleno,2019,Bangalore,Third Party,Petrol,5,KA03,1197,21.4,843000
169,Hatchback,32279,1st Owner,Maruti,Maruti Baleno RS,2018,Bangalore,Comprehensive,Petrol,5,KA01,998,21.1,799000
170,Hatchback,59698,1st Owner,Hyundai,Hyundai i20,2015,Bangalore,Comprehensive,Petrol,5,KA01,1197,18.6,576000
171,SUV,46071,1st Owner,Renault,Renault Captur,2018,Bangalore,Comprehensive,Diesel,5,KA42,1461,20.37,949000
172,SUV,90000,1st Owner,Maruti,Maruti Vitara Brezza,2017,Bangalore,Third Party insurance,Diesel,5,WB02,1248,24.3,795000
173,SUV,9554,1st Owner,Hyundai,Hyundai Venue,2019,Bangalore,Third Party,Petrol,5,KA04,998,18.27,1085000
175,SUV,74499,2nd Owner,Renault,Renault Duster,2013,Bangalore,Third Party,Diesel,5,KA03,1461,20.45,516000
176,SUV,56211,2nd Owner,Ford,Ford Ecosport,2017,Bangalore,Comprehensive,Petrol,5,KA03,1497,14.8,777000
177,Hatchback,9001,1st Owner,Honda,Honda Jazz,2019,Bangalore,Comprehensive,Petrol,5,KA04,1199,18.2,753000
179,Hatchback,23682,1st Owner,Honda,Honda Jazz,2017,Bangalore,Comprehensive,Petrol,5,KA53,1199,18.7,725000
180,Sedan,50000,1st Owner,Hyundai,Hyundai Verna,2020,Bangalore,Third Party insurance,Diesel,5,KA03,1582,22.0,1150000
181,Hatchback,134557,2nd Owner,Maruti,Maruti Swift,2015,Bangalore,Comprehensive,Diesel,5,KA53,1248,25.2,629000
182,Sedan,96567,2nd Owner,Maruti,Maruti Swift Dzire,2013,Bangalore,Comprehensive,Petrol,5,KA53,1197,22.41,447000
183,Hatchback,120000,3rd Owner,Maruti,Maruti Celerio,2015,Bangalore,Third Party insurance,Petrol,5,KA51,998,23.1,400000
185,Hatchback,34000,1st Owner,Honda,Honda Jazz,2018,Bangalore,Comprehensive,Petrol,5,KA02,1199,18.7,745000
186,Hatchback,81634,1st Owner,Hyundai,Hyundai Grand i10,2014,Bangalore,Comprehensive,Petrol,5,KA25,1197,18.9,490000
187,Sedan,57284,2nd Owner,Honda,Honda City,2017,Bangalore,Comprehensive,Petrol,5,KA53,1497,18.0,942000
188,SUV,70000,2nd Owner,Ford,Ford Ecosport,2016,Bangalore,Third Party insurance,Petrol,5,KA53,1499,15.63,675000
189,Hatchback,70000,2nd Owner,Honda,Honda Brio,2013,Bangalore,Third Party insurance,Petrol,5,KA04,1198,19.4,330000
190,Sedan,46429,2nd Owner,Toyota,Toyota Yaris,2018,Bangalore,Third Party insurance,Petrol,5,KA05,1496,17.8,875000
191,Hatchback,17624,1st Owner,Maruti,Maruti Baleno,2017,Bangalore,Comprehensive,Petrol,5,KA05,1197,21.4,869000
192,Sedan,100000,2nd Owner,Volkswagen,Volkswagen Vento,2012,Bangalore,Third Party insurance,Diesel,5,KA53,1598,20.54,425000
193,Sedan,30000,1st Owner,Honda,Honda City,2019,Bangalore,Third Party insurance,Petrol,5,WB02,1497,17.4,1070000
194,SUV,49690,2nd Owner,Ford,Ford Ecosport,2018,Bangalore,Third Party insurance,Petrol,5,KA20,1496,15.9,1025000
196,Sedan,50000,1st Owner,Fiat,Fiat Linea,2009,Bangalore,Third Party insurance,Petrol,5,KA03,1368,16.0,375000
197,Sedan,50000,1st Owner,Fiat,Fiat Linea,2009,Bangalore,Third Party insurance,Petrol,5,KA03,1368,16.0,375000
198,SUV,55702,1st Owner,Ford,Ford Ecosport,2018,Bangalore,Comprehensive,Petrol,5,KA03,1497,14.8,844000
199,Hatchback,45046,1st Owner,Hyundai,Hyundai i20 Active,2016,Bangalore,Third Party insurance,Diesel,5,KA04,1396,21.19,764000
200,Hatchback,53000,2nd Owner,Maruti,Maruti Ritz,2014,Bangalore,Third Party insurance,Petrol,5,KA03,1197,18.5,420000
201,Hatchback,94695,1st Owner,Maruti,Maruti Baleno,2016,Bangalore,Third Party insurance,Diesel,5,KA05,1248,27.39,684000
202,Hatchback,22162,1st Owner,Maruti,Maruti Baleno,2019,Bangalore,Zero Dep,Petrol,5,KA05,1197,21.4,802999
203,Hatchback,70000,2nd Owner,Hyundai,Hyundai Santro Xing,2010,Bangalore,Third Party insurance,Petrol,5,KA03,1086,17.92,320000
204,Sedan,115331,1st Owner,Honda,Honda City,2017,Bangalore,Comprehensive,Diesel,5,KA01,1498,26.0,803999
206,Hatchback,42233,2nd Owner,Maruti,Maruti Swift,2016,Bangalore,Comprehensive,Petrol,5,KA05,1197,22.38,548000
207,Hatchback,20941,1st Owner,Hyundai,Hyundai Grand i10,2019,Bangalore,Comprehensive,Petrol,5,KA05,1197,18.9,619000
208,SUV,50000,2nd Owner,Maruti,Maruti Vitara Brezza,2018,Bangalore,Third Party insurance,Diesel,5,KA04,1248,24.3,1000000
209,SUV,46602,1st Owner,Honda,Honda WR-V,2018,Bangalore,Comprehensive,Petrol,5,KA03,1199,17.5,865000
211,Hatchback,104000,2nd Owner,Maruti,Maruti Swift,2014,Bangalore,Comprehensive,Diesel,5,KA51,1248,25.2,535000
212,SUV,90000,1st Owner,Ford,Ford Ecosport,2018,Bangalore,Comprehensive,Diesel,5,KA51,1498,23.0,975000
213,Hatchback,50035,1st Owner,Maruti,Maruti Baleno,2017,Bangalore,Third Party insurance,Petrol,5,KA03,1197,21.4,699000
214,SUV,80000,1st Owner,Tata,Tata Nexon,2021,Bangalore,Third Party insurance,Petrol,5,WB02,1199,17.57,1150000
215,Hatchback,90000,2nd Owner,Hyundai,Hyundai i20,2015,Bangalore,Comprehensive,Petrol,5,KA03,1197,18.6,625000
217,Sedan,120000,1st Owner,Toyota,Toyota Corolla Altis,2011,Bangalore,Third Party insurance,Diesel,5,WB02,1364,21.43,600000
218,Sedan,25170,1st Owner,Maruti,Maruti Swift Dzire,2015,Bangalore,Third Party,Petrol,5,KA41,1197,22.41,675000
219,Sedan,25022,1st Owner,Maruti,Maruti Ciaz,2021,Bangalore,Comprehensive,Petrol,5,KA01,1462,20.65,893000
220,Hatchback,100000,2nd Owner,Maruti,Maruti Swift,2012,Bangalore,Third Party insurance,Diesel,5,KA04,1248,22.9,420000
221,Sedan,26367,1st Owner,Maruti,Maruti Ciaz,2020,Bangalore,Zero Dep,Petrol,5,KA51,1462,20.65,941000
222,Sedan,76567,2nd Owner,Hyundai,Hyundai Elantra,2015,Bangalore,Zero Dep,Petrol,5,KA51,1797,14.5,630000
224,Hatchback,36459,2nd Owner,Hyundai,Hyundai Grand i10,2015,Bangalore,Comprehensive,Petrol,5,KA03,1197,18.9,525000
225,SUV,93725,1st Owner,Maruti,Maruti SX4 S Cross,2016,Bangalore,Comprehensive,Diesel,5,KA04,1248,23.65,750000
226,Sedan,115599,2nd Owner,Maruti,Maruti Ciaz,2016,Bangalore,Comprehensive,Petrol,5,KA03,1373,19.12,632000
227,Sedan,43469,1st Owner,Maruti,Maruti Swift Dzire,2015,Bangalore,Zero Dep,Petrol,5,KA52,1197,22.41,645000
230,SUV,100000,1st Owner,Maruti,Maruti Vitara Brezza,2018,Bangalore,Comprehensive,Diesel,5,KA51,1248,24.3,850000
234,Hatchback,40771,2nd Owner,Volkswagen,Volkswagen Polo,2021,Bangalore,Third Party,Petrol,5,KA19,999,18.24,999000
235,Hatchback,28000,1st Owner,Honda,Honda Jazz,2018,Bangalore,Comprehensive,Petrol,5,KA55,1199,18.7,825000
236,Hatchback,40000,3rd Owner,Maruti,Maruti Wagon R,2008,Bangalore,Comprehensive,Petrol,5,KA02,1061,18.9,250000
237,SUV,26000,1st Owner,Hyundai,Hyundai Venue,2020,Bangalore,Comprehensive,Petrol,5,KA03,998,18.15,1295000
238,Hatchback,76032,1st Owner,Maruti,Maruti Wagon R,2012,Bangalore,Comprehensive,Petrol,5,KA04,998,18.9,329000
239,Sedan,113780,1st Owner,Maruti,Maruti Ciaz,2018,Bangalore,Comprehensive,Petrol,5,KA07,1462,21.56,666000
241,SUV,65812,2nd Owner,Hyundai,Hyundai Venue,2020,Bangalore,Third Party,Diesel,5,KA17,1493,23.7,1026000
242,SUV,10000,1st Owner,Skoda,Skoda Kushaq,2022,Bangalore,Third Party insurance,Petrol,5,KA01,999,17.2,1700000
243,Hatchback,39959,1st Owner,Maruti,Maruti Baleno,2016,Bangalore,Zero Dep,Petrol,5,KA01,1197,21.4,681000
245,Hatchback,65484,3rd Owner,Maruti,Maruti Alto K10,2016,Bangalore,Third Party insurance,Petrol,5,KA50,998,24.39,318000
246,Hatchback,49174,1st Owner,Maruti,Maruti Baleno,2017,Bangalore,Comprehensive,Petrol,5,KA03,1197,21.4,688000
247,SUV,20000,1st Owner,Volkswagen,Volkswagen Taigun,2022,Bangalore,Third Party insurance,Petrol,5,WB02,999,20.08,1300000
248,Hatchback,50000,1st Owner,Hyundai,Hyundai i10,2009,Bangalore,Third Party insurance,Petrol,5,KA01,1197,20.36,265000
249,Sedan,40000,2nd Owner,Maruti,Maruti Swift Dzire,2018,Bangalore,Third Party insurance,Petrol,5,KA01,1197,22.0,645000
252,Hatchback,80000,1st Owner,Maruti,Maruti Swift,2020,Bangalore,Third Party insurance,Petrol,5,WB02,1197,21.21,620000
253,SUV,20000,1st Owner,MG,MG Astor,2022,Bangalore,Third Party insurance,Petrol,5,KA02,1498,15.43,1470000
254,Sedan,70000,1st Owner,Hyundai,Hyundai Accent,2010,Bangalore,Third Party insurance,CNG,5,TN33,1495,13.2,220000
256,Hatchback,40000,1st Owner,Renault,Renault KWID,2020,Bangalore,Third Party insurance,Petrol,5,KA04,999,21.74,415000
257,Hatchback,63797,1st Owner,Honda,Honda Jazz,2016,Bangalore,Comprehensive,Petrol,5,KA41,1199,18.7,610000
258,Hatchback,60216,2nd Owner,Hyundai,Hyundai Grand i10,2018,Bangalore,Comprehensive,Petrol,5,KA06,1197,18.9,560000
259,Hatchback,10000,2nd Owner,Maruti,Maruti Alto K10,2015,Bangalore,Third Party insurance,Petrol,5,KA02,998,23.95,425000
260,Hatchback,38153,1st Owner,Maruti,Maruti Baleno,2016,Bangalore,Comprehensive,Petrol,5,KA03,1197,21.4,686000
261,Hatchback,76485,1st Owner,Maruti,Maruti Swift,2015,Bangalore,Comprehensive,Petrol,5,KA53,1197,22.38,517000
262,Hatchback,40000,2nd Owner,Maruti,Maruti Wagon R,2015,Bangalore,Third Party insurance,Petrol,5,WB02,998,20.51,385000
263,Hatchback,40623,1st Owner,Maruti,Maruti Baleno,2016,Bangalore,Comprehensive,Petrol,5,KA05,1197,21.4,675000
265,Hatchback,88051,1st Owner,Maruti,Maruti Swift,2014,Bangalore,Third Party insurance,Petrol,5,KA02,1197,22.38,499000
266,Hatchback,16522,1st Owner,Maruti,Maruti Swift,2022,Bangalore,Third Party,Petrol,5,KA52,1197,22.38,774000
268,Hatchback,80000,3rd Owner,Maruti,Maruti Wagon R,2008,Bangalore,Third Party insurance,Petrol,5,WB02,1061,18.9,240000
269,SUV,50000,1st Owner,Hyundai,Hyundai Venue,2019,Bangalore,Third Party insurance,Diesel,5,WB02,1396,23.7,1025000
270,SUV,10000,1st Owner,Tata,Tata Nexon,2023,Bangalore,Third Party insurance,Petrol,5,KA51,1199,17.33,1400000
271,Hatchback,57000,2nd Owner,Hyundai,Hyundai EON,2013,Bangalore,Third Party insurance,Petrol,5,KA03,814,21.1,285000
273,Hatchback,10000,1st Owner,Maruti,Maruti Baleno,2019,Bangalore,Third Party insurance,Petrol,5,KA05,1197,21.4,780000
274,Hatchback,50000,2nd Owner,Maruti,Maruti Swift,2012,Bangalore,Third Party insurance,Petrol,5,KA19,1197,18.6,475000
275,SUV,120000,1st Owner,Mahindra,Mahindra XUV300,2019,Bangalore,Third Party insurance,Diesel,5,KA41,1497,20.0,750000
276,Hatchback,35469,1st Owner,Hyundai,Hyundai Grand i10,2014,Bangalore,Comprehensive,Petrol,5,KA01,1197,18.9,555000
277,Hatchback,40073,2nd Owner,Honda,Honda Jazz,2017,Bangalore,Third Party insurance,Petrol,5,KA03,1199,18.7,607000
278,Hatchback,65730,2nd Owner,Hyundai,Hyundai Grand i10,2017,Bangalore,Third Party insurance,Petrol,5,KA06,1197,18.9,513999
280,Hatchback,36184,2nd Owner,Maruti,Maruti Baleno,2016,Bangalore,Third Party,Petrol,5,KA53,1197,21.4,705000
281,Hatchback,69310,1st Owner,Maruti,Maruti Baleno,2016,Bangalore,Comprehensive,Petrol,5,KA05,1197,21.4,653000
282,Sedan,55643,1st Owner,Honda,Honda City,2015,Bangalore,Third Party insurance,Petrol,5,KA02,1497,18.0,872000
283,Hatchback,62803,2nd Owner,Hyundai,Hyundai Grand i10,2017,Bangalore,Third Party insurance,Petrol,5,KA05,1197,18.9,564000
284,Hatchback,90000,2nd Owner,Volkswagen,Volkswagen Polo,2011,Bangalore,Third Party insurance,Diesel,5,KA14,1199,22.07,370000
285,Hatchback,68656,1st Owner,Maruti,Maruti Swift,2015,Bangalore,Third Party insurance,Petrol,5,KA53,1197,22.38,550000
